100 500
1 344
2 203
3 7
4 45
5 120
6 293
7 20
8 252
9 153
10 347
11 188
12 173
13 350
14 230
15 237
16 223
17 143
18 118
19 342
20 130
21 223
22 270
23 285
24 309
25 34
26 88
27 81
28 305
29 106
30 290
31 30
32 18
33 168
34 18
35 349
36 130
37 350
38 212
39 200
40 311
41 327
42 162
43 67
44 316
45 207
46 123
47 357
48 159
49 366
50 238
51 198
52 24
53 209
54 86
55 258
56 49
57 110
58 126
59 139
60 18
61 170
62 48
63 137
64 342
65 2
66 110
67 245
68 322
69 374
70 194
71 281
72 166
73 43
74 103
75 105
76 41
77 248
78 253
79 309
80 101
81 236
82 18
83 113
84 72
85 213
86 280
87 105
88 78
89 93
90 40
91 32
92 66
93 375
94 75
95 267
96 209
97 146
98 223
99 352
100 192
49 57 38
5 74 7
9 36 10
75 91 20
60 74 8
37 39 20
38 86 40
86 92 11
40 45 18
29 46 22
10 99 18
14 15 47
11 95 15
52 94 35
17 78 16
42 81 21
17 44 24
39 90 48
30 64 14
15 59 29
26 73 25
15 20 29
65 75 38
52 71 27
36 61 24
7 78 34
28 38 40
20 21 29
27 42 39
3 90 50
35 77 8
17 70 19
26 62 23
61 91 14
65 66 23
34 44 2
38 98 20
32 79 25
22 33 27
15 97 3
12 29 44
9 19 6
5 43 20
1 12 27
43 94 23
47 87 35
14 19 39
17 93 35
16 40 26
13 37 4
28 80 5
5 87 8
33 100 26
17 58 41
22 42 30
6 72 39
8 100 39
3 42 47
2 25 38
68 77 42
63 75 7
14 58 26
58 91 15
20 47 37
6 64 18
20 33 27
11 83 30
30 100 28
7 86 1
38 61 18
5 85 27
47 51 41
5 46 44
23 53 7
32 70 41
21 51 9
45 88 22
37 74 19
1 76 31
44 48 9
97 99 12
33 81 20
8 69 13
60 94 47
24 49 19
62 71 26
60 65 35
14 43 48
52 82 10
22 88 44
52 89 27
52 84 12
10 15 16
73 77 46
17 35 33
65 72 5
24 60 25
23 54 25
77 80 9
39 52 24
85 99 10
18 100 47
1 61 4
50 98 30
31 86 48
8 62 46
57 94 40
24 35 32
28 73 12
25 79 11
53 54 25
81 87 48
49 51 2
40 66 1
72 96 13
71 91 38
18 54 8
10 69 39
3 65 47
17 79 5
34 98 17
2 98 14
37 57 17
21 97 18
18 99 44
47 70 17
49 96 7
6 41 27
26 50 3
23 35 1
47 57 3
33 89 42
19 94 38
59 80 14
78 91 42
71 97 5
71 99 31
81 98 3
55 66 1
9 63 15
7 12 4
11 52 45
76 97 35
2 5 4
51 57 31
71 88 46
23 42 33
6 29 27
77 98 50
42 92 13
11 20 17
35 94 45
19 60 7
65 79 26
13 69 43
7 61 29
18 87 4
58 63 41
22 49 4
4 7 23
45 69 17
51 100 29
22 31 47
43 86 34
24 71 21
76 80 24
13 82 17
16 77 18
1 78 50
37 87 20
28 91 14
67 87 14
43 66 30
3 5 49
1 83 13
44 83 13
2 64 5
56 91 23
47 97 23
13 78 30
25 98 46
11 80 7
61 68 21
45 89 29
23 100 28
29 44 37
55 95 24
8 44 41
19 69 44
37 53 4
40 65 3
88 97 8
30 81 42
28 55 1
54 84 32
37 71 35
52 77 4
4 26 9
78 93 28
6 16 12
16 91 21
65 84 27
33 39 46
24 31 35
32 56 13
12 75 38
51 98 28
2 92 37
61 73 40
8 76 12
13 59 50
60 93 22
6 93 5
31 58 23
10 27 35
78 88 5
2 94 22
41 93 14
6 32 12
36 50 8
10 12 12
9 57 23
85 86 47
11 45 24
30 72 7
15 66 16
53 61 40
39 100 1
74 95 10
52 97 30
14 28 5
53 70 4
67 77 45
59 61 5
59 82 50
48 50 26
4 24 31
7 28 29
69 83 20
16 84 2
4 41 36
16 82 42
18 62 29
19 66 39
7 69 43
47 75 39
73 78 49
57 68 26
39 93 36
1 80 13
48 72 37
3 63 34
11 47 7
44 62 6
10 74 23
35 95 33
61 63 37
27 97 32
22 37 28
56 98 17
14 50 20
59 67 40
22 46 47
40 47 32
23 26 3
59 84 45
72 92 24
28 71 25
43 68 7
18 23 21
48 55 2
36 83 38
42 66 10
79 80 12
21 82 33
30 92 48
6 51 42
29 40 45
34 37 16
5 73 10
9 30 12
56 95 2
6 27 14
11 66 47
28 45 1
1 10 37
35 97 27
44 56 1
12 82 47
82 94 12
11 54 14
68 83 8
41 76 26
13 44 23
3 20 36
21 92 18
5 64 37
62 73 26
14 40 19
21 49 15
24 86 46
88 90 11
54 79 24
64 76 9
64 65 21
4 89 41
53 89 21
61 74 14
92 93 38
91 99 29
4 63 33
41 73 13
57 71 42
24 37 3
71 78 8
28 29 10
21 59 21
8 13 40
15 29 5
12 24 41
72 73 3
50 66 28
37 58 49
51 75 9
36 54 7
19 29 44
35 38 16
45 63 45
81 100 17
9 28 7
30 50 46
11 36 12
51 96 48
88 96 3
26 88 6
58 66 7
41 56 2
1 99 28
15 35 25
55 100 6
52 81 12
14 71 35
31 37 11
17 60 26
13 62 32
13 15 12
26 39 42
34 74 36
37 79 39
6 68 1
18 66 10
51 53 34
7 10 50
27 95 18
52 85 8
12 60 24
23 43 15
24 52 13
60 90 46
15 81 1
43 83 31
57 63 46
49 99 43
44 54 20
90 100 28
69 91 28
1 36 14
46 67 20
85 90 43
10 48 10
18 77 24
31 70 44
15 77 50
27 36 5
6 45 13
