100 350
1 175
2 64
3 238
4 236
5 225
6 220
7 48
8 97
9 95
10 65
11 143
12 75
13 62
14 37
15 245
16 32
17 142
18 159
19 92
20 25
21 115
22 136
23 192
24 27
25 200
26 27
27 177
28 151
29 110
30 234
31 48
32 126
33 256
34 53
35 105
36 218
37 115
38 83
39 95
40 62
41 254
42 145
43 168
44 56
45 236
46 230
47 33
48 241
49 69
50 43
51 261
52 251
53 2
54 151
55 127
56 82
57 165
58 208
59 42
60 174
61 97
62 122
63 245
64 3
65 164
66 257
67 126
68 166
69 217
70 257
71 71
72 206
73 21
74 232
75 155
76 219
77 123
78 52
79 226
80 88
81 169
82 111
83 222
84 123
85 103
86 153
87 160
88 40
89 97
90 93
91 62
92 7
93 78
94 167
95 13
96 169
97 99
98 120
99 123
100 250
15 58 5
68 93 47
53 95 45
15 45 39
87 91 11
49 78 9
36 48 31
30 66 41
46 78 1
64 95 32
9 20 44
37 45 37
18 62 25
61 96 26
5 25 26
65 89 23
52 77 11
52 67 30
5 53 29
11 80 31
15 37 7
16 47 22
10 19 15
4 100 35
84 86 22
32 73 27
35 77 24
70 94 24
46 82 46
55 73 49
70 83 5
29 43 22
7 71 29
32 39 11
16 28 27
1 58 38
46 68 3
64 86 2
32 100 15
11 17 4
42 82 18
12 72 15
55 65 18
3 42 11
67 98 16
56 85 29
9 42 42
17 91 12
18 50 29
26 57 28
3 80 43
50 90 49
5 20 39
30 99 5
78 85 29
7 63 3
7 61 27
46 57 40
32 61 2
28 99 8
3 7 25
18 61 35
60 61 6
72 98 29
11 37 26
9 55 35
7 34 11
44 54 39
46 58 29
30 45 40
55 94 37
4 80 22
51 69 26
39 42 35
34 69 47
29 49 28
25 81 38
50 79 50
42 61 44
46 47 4
69 93 15
66 93 6
17 58 5
54 74 6
57 96 13
42 66 28
70 73 40
10 54 10
37 96 2
34 75 40
4 53 13
67 89 42
45 94 47
23 47 8
22 88 50
49 56 48
88 91 8
52 78 36
7 45 33
34 66 40
13 84 12
68 77 3
10 78 24
51 89 5
44 69 40
59 62 40
28 76 44
11 61 2
36 62 26
28 75 30
64 79 49
7 49 13
21 68 40
12 91 3
47 71 10
11 42 6
85 94 8
16 40 45
4 10 22
74 79 31
2 32 8
87 97 17
44 61 46
28 80 27
39 81 30
12 43 42
32 90 18
32 98 5
6 27 32
60 80 14
11 97 31
49 73 40
15 42 39
14 99 42
32 63 5
38 53 15
71 72 13
10 53 20
57 66 16
24 53 36
48 91 13
10 63 49
13 95 50
92 100 34
52 80 45
18 46 1
37 40 16
3 4 39
40 89 20
22 61 32
71 92 7
5 19 42
27 100 47
36 96 50
55 98 4
60 91 38
19 72 2
54 70 14
7 26 33
60 69 44
23 34 29
29 34 19
38 58 5
5 85 16
8 25 16
1 38 39
61 98 2
41 42 47
53 93 40
14 98 7
23 41 32
5 34 1
35 82 25
2 79 30
13 92 20
90 96 12
5 35 7
34 41 49
19 91 1
78 87 16
37 80 16
5 75 1
11 56 2
66 88 13
19 77 40
31 37 50
36 78 8
32 52 30
71 79 50
28 59 15
6 55 43
72 89 17
38 39 28
27 59 39
53 71 31
19 58 39
21 92 17
58 64 41
3 8 28
1 91 19
3 70 43
9 62 10
8 34 18
77 80 45
53 72 11
5 93 47
63 73 13
9 52 49
6 51 13
87 100 26
15 27 11
17 18 19
13 14 23
20 99 22
2 76 5
63 94 49
1 15 47
53 65 4
64 83 45
19 61 10
17 74 10
33 99 15
63 69 30
80 98 7
31 77 23
1 6 34
5 50 6
20 67 15
39 49 26
2 77 5
13 47 26
55 70 2
32 54 11
36 82 41
11 21 13
28 84 31
4 8 31
71 77 29
70 80 28
34 65 9
75 93 31
40 42 19
17 49 8
9 18 22
7 20 15
37 72 33
21 40 39
44 57 19
64 66 49
19 25 46
34 92 50
18 81 40
31 81 45
60 68 37
2 37 18
3 50 23
41 93 12
47 93 42
12 40 12
25 93 18
6 100 48
53 85 46
57 87 39
62 92 50
56 69 41
31 83 7
8 11 40
17 45 50
44 71 48
36 90 47
64 81 31
14 76 39
4 78 14
50 71 20
21 63 26
67 95 7
10 32 32
15 82 37
25 58 20
59 60 32
66 96 18
20 27 41
86 99 39
10 93 3
56 71 12
25 69 41
19 80 20
29 35 36
14 62 17
18 29 47
35 61 2
82 90 16
3 73 15
49 82 49
51 99 42
34 49 3
7 40 25
7 64 18
39 53 35
3 74 31
20 41 40
81 99 9
62 82 31
54 95 9
15 30 36
28 65 1
14 72 36
47 99 35
55 85 30
25 38 44
4 85 47
20 78 2
36 87 5
3 81 34
33 78 12
33 36 34
9 38 5
8 33 9
27 57 13
23 86 23
3 62 35
25 32 43
41 65 8
46 76 40
8 58 16
9 88 18
45 63 17
40 57 42
61 64 24
46 79 12
30 41 13
24 75 32
31 71 17
30 85 40
50 57 20
14 78 17
19 37 9
76 92 11
62 91 26
50 99 45
24 29 43
11 100 50
29 46 27
40 67 32
45 58 49
63 91 34
8 98 9
17 43 10
4 54 39
8 80 34
