100 1000
1 259
2 171
3 723
4 504
5 662
6 301
7 205
8 322
9 270
10 252
11 421
12 427
13 316
14 406
15 74
16 524
17 373
18 58
19 731
20 195
21 608
22 378
23 279
24 709
25 410
26 677
27 507
28 159
29 52
30 679
31 89
32 224
33 245
34 115
35 664
36 292
37 202
38 480
39 153
40 570
41 180
42 222
43 427
44 230
45 637
46 146
47 406
48 327
49 254
50 744
51 301
52 675
53 84
54 365
55 495
56 622
57 264
58 379
59 301
60 538
61 483
62 675
63 418
64 426
65 114
66 211
67 620
68 691
69 639
70 636
71 192
72 352
73 545
74 311
75 376
76 595
77 607
78 256
79 587
80 130
81 119
82 739
83 109
84 556
85 634
86 430
87 472
88 176
89 546
90 305
91 575
92 181
93 37
94 271
95 383
96 200
97 39
98 743
99 311
100 459
42 81 6
78 91 45
65 78 8
40 99 50
12 60 39
87 93 16
38 57 46
19 95 8
62 81 1
12 91 20
68 77 17
27 67 7
59 88 5
11 97 17
66 85 18
20 89 8
20 69 20
63 69 35
23 36 38
1 100 27
5 56 27
21 70 23
32 63 29
17 45 15
60 100 6
20 73 42
79 95 42
38 83 5
16 71 14
11 50 29
5 30 13
49 84 42
31 81 14
13 18 35
50 74 11
51 82 31
27 28 2
13 53 21
16 37 3
66 80 30
8 52 30
7 56 32
61 91 10
67 77 16
11 60 1
10 47 43
19 66 6
27 29 4
38 54 13
68 90 40
70 72 32
13 84 31
1 42 15
3 10 46
28 77 4
16 87 18
70 74 17
37 54 47
47 66 49
62 88 23
69 93 40
83 86 38
91 96 16
88 89 1
4 53 2
22 33 35
24 64 34
5 65 36
6 38 32
86 95 25
67 96 2
73 78 2
8 55 16
65 79 15
1 76 9
5 12 7
16 69 20
22 55 6
3 85 12
49 97 19
13 70 42
5 10 36
71 82 8
25 28 23
51 84 37
11 37 49
74 91 41
51 88 35
28 89 9
5 81 33
91 100 8
54 94 23
39 61 22
11 99 32
39 48 43
4 70 23
7 66 32
2 100 28
40 96 49
10 12 5
7 21 37
70 85 1
41 95 24
48 63 24
20 68 46
39 99 23
21 28 27
25 46 19
3 36 35
13 39 9
64 70 44
25 75 12
17 83 10
7 18 25
63 99 21
74 78 28
49 92 29
43 55 25
37 87 27
50 71 3
60 77 45
19 93 38
17 49 49
2 41 9
80 96 3
11 65 46
98 100 21
72 93 42
56 85 13
30 69 3
26 88 11
1 51 1
22 87 20
48 56 23
8 65 4
20 63 29
41 48 43
2 63 34
1 12 25
28 41 8
14 72 35
35 96 15
30 65 7
63 73 44
30 53 47
12 31 40
84 85 42
2 93 47
21 95 30
35 95 18
77 100 36
78 84 18
43 78 45
1 49 7
31 85 19
14 28 30
50 77 43
56 75 14
9 39 11
68 97 10
23 38 17
20 42 36
19 56 13
13 85 49
81 100 38
76 81 3
59 91 40
58 92 36
3 21 41
17 54 49
9 17 50
7 74 22
43 58 24
32 52 37
8 28 28
9 62 19
14 45 36
